hours_studied,attendance,sleep_hours,exam_score,motivation,tutoring_sessions,family_income
13,69,7,62,1,1,2
34,68,7,67,3,0,2
29,77,10,70,3,2,1
24,90,8,72,3,0,1
20,84,6,69,2,3,2
19,88,8,70,3,1,2
14,71,4,64,2,0,2
20,79,7,65,1,1,2
22,62,7,66,2,2,2
13,93,6,68,3,2,3
22,100,7,72,2,2,1
19,76,6,65,2,2,3
9,60,6,60,2,3,1
15,67,8,63,2,0,3
18,86,9,66,1,3,1
31,84,8,73,1,1,2
23,92,6,71,1,4,1
12,70,6,59,1,1,1
23,91,6,70,2,5,1
11,88,7,63,1,1,2
26,73,6,67,2,1,2
17,82,9,65,2,2,1
19,66,7,64,2,5,2
28,78,8,71,1,2,1
12,95,5,70,2,2,3
12,77,6,63,2,2,2
16,94,8,68,2,3,1
26,84,8,67,2,1,2
11,68,5,66,2,1,3
3,83,7,63,1,2,2
17,80,7,65,2,0,2
23,76,6,66,1,2,1
27,65,8,65,2,2,1
17,77,5,65,2,2,2
18,63,6,63,2,2,2
27,64,8,65,2,0,1
9,77,7,62,2,1,1
18,72,7,66,2,1,2
21,97,7,71,2,1,3
23,75,8,64,3,2,1
17,90,8,67,1,0,2
20,81,8,68,2,1,3
5,88,7,63,2,3,1
16,70,6,64,3,0,3
23,98,6,74,2,1,1
14,81,5,68,2,2,3
20,93,6,68,1,1,2
23,75,6,69,2,2,2
18,64,9,61,2,4,1
21,87,5,69,3,1,1
14,60,9,61,1,3,3
19,79,7,67,1,3,3
24,68,7,63,2,0,1
21,85,8,68,2,3,1
16,99,5,68,1,0,1
21,79,6,67,1,2,3
24,93,5,69,3,1,3
8,80,6,64,2,2,1
27,80,6,67,1,1,1
18,97,9,70,1,1,3
23,96,6,72,1,5,1
27,91,4,71,2,1,3
12,72,6,62,3,1,1
16,82,8,67,3,2,1
18,69,9,64,2,3,1
15,78,7,64,2,0,2
30,79,6,70,2,1,1
15,93,7,68,2,3,1
17,96,8,70,2,1,2
21,77,5,65,1,1,2
13,61,7,59,1,2,3
18,94,7,69,2,1,2
22,67,7,67,3,2,1
18,85,7,68,2,2,1
19,61,6,62,1,1,2
17,76,8,65,1,0,3
11,99,7,69,2,0,3
22,64,7,65,2,3,1
31,77,5,68,3,1,2
20,72,8,68,2,4,1
21,96,6,71,3,3,2
24,95,9,71,2,3,1
12,70,5,66,3,1,3
30,63,8,71,2,4,1
21,85,4,66,1,2,1
30,73,4,66,2,0,1
16,87,6,69,2,2,2
31,61,4,65,2,0,1
25,65,8,66,2,2,1
23,87,7,67,2,2,2
21,68,9,66,1,1,3
19,94,7,69,2,0,2
27,62,7,66,2,2,1
21,69,7,64,1,0,1
8,100,6,70,2,0,1
13,77,6,62,1,1,2
19,88,5,67,3,1,1
22,67,8,60,2,1,2
20,84,7,66,1,1,3
27,89,7,72,2,0,2
8,73,10,63,2,2,2
21,93,6,69,1,1,3
9,84,7,66,3,1,1
25,76,7,69,2,2,2
19,82,9,68,1,2,2
23,83,7,66,2,3,1
15,67,7,63,1,0,3
28,76,10,70,3,1,2
26,74,6,68,2,2,1
24,76,7,68,2,2,2
19,90,8,67,2,1,1
23,79,6,67,1,1,1
16,98,8,69,2,3,1
25,72,6,68,1,3,1
30,77,9,67,2,0,2
26,91,8,70,1,0,2
16,82,7,70,1,3,2
22,82,5,66,2,2,2
12,62,6,61,3,0,1
23,76,7,68,2,2,1
23,71,8,64,1,1,1
9,100,7,66,2,1,1
13,72,8,65,2,3,3
18,95,8,73,2,3,2
18,87,8,66,2,3,3
13,74,7,65,2,2,1
22,82,7,68,2,0,2
22,94,7,69,1,0,1
19,95,6,72,3,1,2
15,66,9,63,2,3,2
26,74,8,65,2,0,2
30,73,9,69,1,0,2
17,62,6,62,2,2,2
16,84,8,66,1,0,2
23,94,9,69,2,3,1
18,75,9,67,2,2,1
19,90,5,94,1,0,1
24,85,7,71,3,2,2
9,75,7,61,1,2,1
28,66,9,68,2,2,1
20,88,4,66,1,0,3
18,94,5,71,2,0,3
19,87,9,66,1,3,1
20,61,6,60,2,2,1
10,69,5,60,1,0,2
29,63,9,66,3,3,2
20,83,5,67,2,1,3
23,90,9,67,1,4,2
26,64,5,64,2,2,3
14,94,5,66,2,0,2
23,82,7,68,3,1,2
18,88,6,70,2,1,2
25,99,7,75,2,3,1
7,63,10,86,2,0,1
19,96,7,73,3,3,2
16,65,9,61,2,1,3
23,76,7,68,2,0,2
23,94,8,70,2,1,1
16,96,4,71,3,1,3
16,80,8,71,3,2,2
19,84,8,68,3,2,2
15,88,6,70,2,2,1
25,93,10,70,1,1,2
18,65,6,62,1,0,2
3,92,5,67,3,3,2
18,79,8,68,3,3,2
14,78,5,68,2,1,2
10,77,7,64,1,2,1
13,80,9,68,2,1,3
21,98,8,69,2,0,2
28,82,7,70,1,1,2
22,98,6,73,2,4,1
16,67,9,66,2,1,3
23,89,5,68,1,0,1
17,92,8,68,3,1,3
16,87,10,65,1,2,2
13,84,8,66,3,2,1
9,83,7,62,2,0,1
18,94,7,67,1,3,2
21,93,6,73,3,1,2
19,65,6,65,2,2,2
18,94,7,70,3,2,3
14,77,8,68,2,3,2
24,70,9,67,2,3,2
12,95,4,66,3,2,1
25,77,4,65,1,3,1
14,92,9,66,1,1,2
15,71,7,66,1,2,1
11,60,7,60,3,2,1
17,80,8,66,2,0,3
26,64,7,68,1,2,1
23,90,10,72,1,3,1
26,71,8,68,2,1,2
23,78,6,67,3,0,1
13,63,6,62,3,0,2
18,71,7,66,3,0,3
15,91,6,69,2,0,1
28,66,10,64,1,0,1
13,86,7,63,2,0,2
25,97,5,74,2,2,3
25,87,8,72,2,0,2
31,92,9,71,2,1,1
18,64,9,64,2,2,2
24,70,6,65,1,0,1
34,96,5,75,3,1,2
16,89,9,69,2,2,2
11,86,5,65,2,1,2
9,87,8,60,1,0,1
24,77,6,69,2,2,3
9,62,9,65,3,4,3
18,91,5,67,1,0,3
23,87,6,70,1,5,2
21,79,8,66,1,1,1
23,96,8,69,2,0,1
21,73,9,69,2,2,2
28,72,8,68,1,1,2
14,95,8,70,2,5,2
16,92,9,66,3,2,1
15,81,5,65,1,0,2
25,65,6,65,2,1,1
25,69,5,65,2,1,3
23,86,4,69,2,0,1
27,75,8,69,2,4,2
13,93,9,65,1,0,1
30,98,8,76,3,1,1
29,92,8,72,1,2,2
24,75,7,67,2,2,2
31,92,7,74,2,3,1
10,74,10,66,3,2,2
17,67,9,66,2,2,1
16,61,6,66,3,4,3
24,75,9,71,3,5,3
14,96,9,66,2,0,1
25,70,8,65,3,1,1
28,68,8,69,2,1,3
24,99,8,69,1,1,1
22,61,5,63,1,2,1
14,91,5,68,3,0,3
15,73,8,64,2,1,3
27,61,5,64,2,2,1
25,97,5,73,3,1,1
20,66,4,66,3,2,3
17,82,6,67,1,4,1
8,71,8,63,2,3,2
14,63,8,61,3,1,1
31,62,8,71,3,4,3
12,65,6,61,2,1,2
21,63,7,62,1,1,2
26,90,8,74,2,1,3
12,79,8,65,2,2,2
21,74,6,64,1,2,1
26,77,7,66,2,1,2
20,97,4,72,2,1,2
37,96,7,76,2,0,2
10,89,6,67,2,4,1
26,95,9,71,1,3,1
19,73,6,65,2,1,2
25,75,7,68,2,3,2
23,85,6,68,1,1,1
16,85,6,67,1,3,3
21,79,8,64,2,1,1
9,76,6,60,1,0,2
24,99,10,70,1,1,1
22,93,4,73,3,1,3
24,77,8,69,1,2,3
26,89,7,70,2,0,1
22,71,7,64,1,1,1
21,64,7,64,3,2,1
15,74,8,65,2,0,3
16,76,7,62,1,0,1
27,61,9,64,2,0,2
29,93,7,72,2,0,3
19,74,5,64,3,1,1
20,83,7,67,2,0,2
15,63,9,64,1,4,3
27,67,6,61,2,0,2
24,96,5,72,2,1,1
32,84,8,70,2,2,2
15,98,8,70,2,4,1
18,100,6,71,2,2,2
21,75,7,68,1,1,2
24,72,7,68,2,3,3
19,94,7,70,2,0,1
15,100,8,73,3,2,2
25,85,6,69,1,2,2
24,92,8,71,3,0,2
15,91,6,64,1,1,1
28,74,9,68,1,0,2
27,83,10,69,2,0,3
21,93,6,70,2,1,1
20,88,5,67,2,1,1
23,61,8,66,2,1,2
15,73,7,65,2,2,2
20,66,8,66,1,4,2
7,69,6,61,2,0,1
25,96,7,71,2,0,1
11,61,6,60,2,5,3
29,69,7,66,2,1,1
18,72,5,61,1,1,2
19,85,7,68,3,2,2
16,81,5,68,3,2,1
18,69,6,65,2,2,1
29,67,7,65,2,3,1
5,69,8,60,2,2,1
28,80,8,67,1,2,1
22,71,8,65,2,2,1
13,98,5,70,3,1,3
14,79,9,64,2,1,2
30,62,6,68,2,2,1
14,89,6,69,3,2,2
13,73,7,65,3,0,3
27,86,6,71,2,2,3
22,71,8,65,1,1,2
14,83,8,65,1,0,3
21,91,6,68,3,0,2
14,97,7,66,3,1,1
27,70,7,65,2,1,3
26,73,8,71,1,2,2
23,79,6,68,2,3,2
22,97,6,70,2,2,3
31,96,5,74,1,3,1
20,64,6,62,3,0,1
13,65,5,61,1,1,2
23,80,6,70,2,0,2
33,64,9,65,2,0,2
14,74,8,62,3,2,1
18,66,9,65,2,2,3
22,85,6,68,1,0,1
20,98,4,70,2,2,2
14,100,7,68,1,1,2
27,75,10,69,2,3,2
34,84,6,73,2,1,1
21,94,7,71,2,1,2
15,65,5,63,2,0,1
11,88,7,66,1,2,2
22,76,7,67,1,1,1
27,68,4,64,2,0,1
23,76,5,66,2,1,2
20,63,5,69,2,2,3
16,88,5,72,3,4,2
13,70,6,63,2,1,2
25,72,8,67,2,2,1
25,65,6,64,2,1,2
11,95,9,68,3,4,1
30,80,6,71,3,1,3
23,83,7,67,2,2,2
28,83,8,67,2,1,1
12,76,9,64,2,2,2
12,68,6,63,1,5,3
19,90,8,72,2,2,2
23,65,6,63,1,2,1
31,64,10,67,1,2,2
24,88,5,68,2,1,1
19,68,8,64,3,2,1
14,72,9,65,2,4,2
27,79,5,68,3,2,2
14,78,8,66,2,2,1
30,88,6,73,3,4,1
18,85,10,68,2,1,3
30,86,4,72,3,2,2
24,89,5,70,2,3,3
19,72,5,66,3,1,1
17,73,5,66,3,3,2
18,78,8,66,2,2,2
23,72,10,65,1,2,1
20,99,9,71,3,2,1
16,93,7,66,2,1,2
19,67,7,63,3,1,2
20,60,6,63,2,2,1
7,62,8,58,1,0,2
23,70,7,68,1,3,2
14,65,7,61,2,2,1
13,81,6,65,1,2,1
10,94,5,67,2,1,3
9,89,7,67,2,1,3
12,69,7,62,2,1,2
16,76,6,86,3,0,1
32,80,6,71,1,0,2
17,92,8,70,2,1,1
21,94,8,71,2,1,2
22,96,10,71,3,2,1
21,80,9,70,1,1,3
20,88,5,67,2,2,1
13,64,7,60,3,0,2
29,83,5,73,2,0,2
31,70,4,67,3,1,2
10,77,10,62,3,1,1
14,85,9,67,3,0,2
18,70,6,65,2,1,2
14,62,9,61,2,1,1
23,60,9,61,1,0,1
16,61,4,60,1,1,1
33,60,8,68,1,4,1
27,64,6,65,1,0,1
21,70,8,67,1,3,2
26,69,10,67,1,2,2
27,99,9,74,1,0,3
17,72,7,64,1,4,2
15,65,9,64,1,2,1
20,82,4,67,2,2,1
25,94,8,74,3,6,2
21,87,8,69,3,1,1
11,72,8,62,3,1,1
15,82,6,66,2,1,2
20,89,8,69,1,2,2
20,89,8,68,2,1,2
32,87,4,74,2,2,3
12,95,7,68,2,4,2
23,95,6,73,3,2,2
29,83,8,70,1,4,3
34,77,9,69,2,0,2
18,86,6,68,2,2,2
23,93,5,71,3,2,1
23,60,7,64,1,3,3
21,100,5,71,1,3,1
19,67,7,65,2,1,1
23,79,7,68,3,1,3
5,95,8,67,1,1,1
24,69,7,67,2,2,2
21,79,7,67,1,2,2
19,65,9,63,1,1,1
32,76,7,68,2,0,2
16,67,6,66,2,1,1
18,75,7,67,3,1,3
32,75,6,68,2,3,2
15,100,5,72,2,2,3
17,100,5,70,1,3,1
19,65,9,62,1,3,2
25,89,6,69,2,2,1
21,62,7,61,1,0,1
12,61,7,58,1,2,1
17,64,7,63,2,5,2
16,99,9,71,3,4,2
20,98,7,70,1,1,1
23,68,6,64,2,1,1
23,66,6,63,1,2,2
9,70,8,63,1,1,2
26,81,8,71,3,2,1
22,83,8,65,2,0,1
28,69,7,68,1,2,1
23,90,5,70,3,1,2
27,72,8,68,2,3,2
23,97,7,69,2,3,1
28,86,7,70,2,0,2
23,77,5,67,1,0,3
19,92,6,69,2,2,2
34,93,6,73,1,2,3
25,72,8,68,1,3,2
23,74,8,67,2,2,1
12,97,7,67,1,0,1
12,67,8,64,2,2,1
22,62,9,63,2,2,1
21,78,8,67,2,1,2
16,92,8,70,2,1,2
21,91,6,71,3,1,2
30,97,6,74,3,1,2
24,81,9,70,3,2,3
13,64,6,59,2,1,2
19,84,8,64,2,0,1
15,91,10,67,1,2,2
18,64,8,63,2,1,1
18,67,7,66,2,5,1
17,60,5,62,2,1,2
12,84,7,65,2,3,3
19,95,9,73,2,3,3
17,87,7,70,3,1,2
2,99,9,62,1,0,2
32,63,8,68,2,2,3
27,96,7,74,2,1,3
18,93,7,96,1,2,2
20,73,5,66,3,1,1
13,99,6,69,2,0,1
30,72,6,70,2,1,1
31,96,8,73,2,2,2
21,95,7,69,1,1,1
26,90,9,71,2,1,1
21,83,7,65,1,0,1
12,65,6,62,2,1,2
18,81,6,69,1,1,2
21,74,6,65,3,3,1
17,92,7,68,2,1,2
19,90,6,65,3,1,1
19,96,5,72,2,4,3
20,61,9,67,2,2,3
20,92,7,68,2,2,2
14,98,7,68,2,0,2
16,92,6,66,1,2,2
12,65,5,62,3,0,3
26,63,7,65,2,2,2
7,61,4,60,3,1,2
27,85,8,70,2,2,1
28,85,6,68,1,1,1
18,99,7,72,1,1,2
4,76,8,63,2,2,3
18,73,7,63,1,1,2
20,85,5,67,1,1,2
14,93,9,68,1,4,2
17,97,5,69,1,2,3
29,92,4,75,1,1,3
24,77,8,67,3,0,3
14,85,5,69,2,2,1
10,94,9,65,1,0,2
18,80,8,65,2,2,2
19,69,7,63,1,1,1
23,67,6,65,2,2,2
17,60,6,58,2,0,1
23,89,6,70,1,0,1
32,64,6,66,2,1,2
25,70,9,63,2,2,1
20,72,6,62,1,1,1
19,82,8,69,3,2,2
18,76,9,66,3,1,3
27,87,6,68,2,0,1
16,62,8,62,1,2,3
20,65,6,64,2,0,2
20,80,7,65,1,0,2
17,73,6,64,1,2,1
12,72,6,65,3,2,3
22,63,7,65,1,3,2
20,96,5,70,2,0,2
23,88,8,71,3,2,2
17,65,5,65,1,2,2
27,63,5,67,2,1,3
15,99,7,68,3,4,1
30,87,6,73,1,1,2
10,77,8,64,2,0,2
23,88,7,71,1,3,1
23,90,5,70,2,2,2
15,91,8,68,2,4,2
23,79,7,68,2,2,1
28,77,7,68,2,3,1
7,60,10,59,1,0,1
23,97,9,74,2,2,2
5,84,7,62,1,1,1
14,68,5,64,3,2,2
30,97,5,76,2,0,3
17,97,9,70,2,2,1
13,100,6,69,2,0,1
19,95,7,69,3,0,1
32,100,5,74,2,4,2
9,70,8,62,1,2,3
14,94,9,70,3,2,1
29,93,9,71,2,4,1
31,69,6,68,1,4,2
19,64,8,66,1,3,3
13,99,7,67,3,3,3
33,72,8,71,1,3,1
30,95,7,74,2,3,2
24,60,6,65,1,3,2
15,61,9,60,2,1,2
20,79,7,69,1,2,2
19,70,6,65,1,2,1
22,88,7,69,2,3,1
29,83,6,70,3,1,2
25,63,8,65,2,0,2
14,67,7,57,1,0,1
28,76,6,68,1,0,2
22,67,10,67,2,2,3
24,92,5,70,2,2,2
29,77,8,68,2,1,2
13,64,7,62,2,1,1
20,79,5,67,2,1,1
17,64,6,66,2,0,2
11,65,5,60,2,2,2
22,70,10,65,1,0,2
35,94,7,75,2,1,1
9,97,7,67,2,4,2
20,93,10,71,2,1,1
24,73,6,63,2,0,2
21,71,9,67,1,2,3
19,82,8,68,1,2,1
12,89,4,65,1,2,1
21,100,6,72,2,1,3
15,65,8,61,2,1,2
7,62,7,60,2,1,2
27,88,7,72,2,2,1
26,93,6,72,2,2,2
20,94,6,70,2,2,2
21,87,7,67,3,2,2
26,98,10,71,2,0,1
21,80,6,66,2,0,2
25,97,6,72,1,0,1
18,99,7,70,2,1,3
28,94,5,71,2,2,3
22,72,8,64,3,2,2
21,68,5,66,2,3,3
12,82,5,64,1,2,2
22,78,5,67,2,0,1
15,95,5,67,3,3,2
16,64,9,64,2,1,2
15,70,8,61,1,0,2
14,90,8,99,2,4,2
33,64,8,67,1,3,3
28,73,7,72,3,3,3
32,75,7,66,2,1,2
13,85,9,68,3,3,2
20,66,9,64,1,1,2
12,94,5,69,3,1,3
16,78,10,65,1,0,1
14,97,5,66,2,1,2
27,79,6,73,1,3,2
18,71,7,63,1,0,1
26,66,7,66,3,3,2
24,60,10,65,1,3,1
34,81,9,71,1,1,2
11,64,8,58,3,1,2
28,76,9,68,2,0,1
27,84,8,69,2,0,1
14,71,6,63,1,0,1
26,67,8,66,2,1,2
22,91,7,69,2,0,3
19,98,6,69,2,3,1
15,64,9,63,2,2,2
16,66,7,65,2,1,1
32,98,5,76,2,2,3
20,62,6,67,3,0,3
25,99,8,70,2,1,1
15,60,9,60,2,1,2
15,95,8,68,2,2,3
26,72,8,68,2,1,2
12,98,6,70,2,2,1
18,73,7,68,3,1,3
20,86,7,69,2,3,1
21,63,7,62,2,0,1
19,70,7,64,2,1,3
22,91,6,71,1,2,2
24,81,8,68,2,1,1
24,97,5,72,3,0,2
14,77,5,64,1,1,3
18,95,6,73,2,6,1
27,78,8,69,1,0,1
25,99,8,70,2,1,2
12,98,4,69,2,3,1
22,73,8,64,2,1,3
8,95,7,66,1,2,2
20,94,6,69,3,1,2
31,68,7,68,1,1,1
14,85,5,65,2,4,2
15,63,7,62,2,4,1
25,93,5,75,2,2,3
11,67,6,60,1,0,1
16,63,6,63,2,0,2
24,76,8,66,2,2,2
16,83,7,67,2,0,2
19,94,8,68,2,1,2
24,99,5,72,2,0,1
23,78,7,66,3,0,1
22,62,8,63,2,0,1
18,90,9,71,2,1,3
22,83,5,67,3,2,1
19,78,6,66,2,1,1
23,72,8,66,2,2,1
17,80,9,68,2,4,1
19,74,7,66,3,1,3
14,90,5,68,2,0,1
20,82,5,68,2,3,1
15,95,7,68,1,0,3
13,82,8,66,1,2,1
22,70,7,66,2,1,1
21,94,5,70,1,0,2
25,82,9,68,1,1,3
17,68,6,65,3,2,3
22,85,8,70,3,1,2
23,74,4,66,2,3,3
23,94,9,68,2,0,2
15,78,6,64,3,1,2
21,89,9,69,2,0,2
22,64,8,65,1,2,2
20,76,5,69,1,3,2
7,99,7,66,1,1,3
21,92,9,68,2,1,2
33,66,6,70,2,3,3
18,71,9,65,2,1,2
16,73,8,65,2,0,3
22,86,9,68,2,1,2
22,90,7,67,1,0,2
27,90,7,72,2,0,1
12,80,10,70,3,1,3
24,92,8,72,3,1,3
24,77,7,71,1,1,3
19,65,8,64,1,1,2
22,83,6,69,2,2,2
26,98,7,73,2,4,1
25,92,9,70,2,1,1
13,83,7,68,2,1,1
25,86,6,71,2,2,2
20,97,6,71,1,1,1
20,77,7,66,3,0,3
20,73,6,68,1,3,3
19,99,5,70,1,0,2
27,95,5,72,1,3,2
19,73,9,66,3,1,1
13,79,7,65,1,3,3
18,77,7,66,3,3,3
21,66,6,65,1,3,1
27,98,6,72,1,0,1
24,76,6,68,2,2,3
15,95,7,68,3,0,3
35,68,5,67,2,0,3
22,82,9,68,1,2,1
28,61,7,67,3,1,2
19,91,7,69,1,3,3
23,83,8,65,2,2,1
25,85,8,70,2,2,2
27,62,6,64,1,1,2
26,68,8,66,2,2,1
25,63,8,64,2,1,3
18,72,7,66,3,1,3
17,85,9,67,2,1,2
22,83,8,68,2,3,2
26,84,8,71,2,5,2
19,82,9,67,2,1,1
26,71,7,69,2,3,1
29,70,7,67,1,1,2
15,65,8,61,2,4,1
15,94,7,68,2,0,2
19,85,8,67,2,2,2
22,67,6,64,1,1,2
17,67,4,63,2,3,2
28,95,8,72,3,3,3
23,90,5,69,1,2,1
20,86,6,66,2,1,3
11,76,8,64,1,1,3
12,70,8,61,2,2,2
22,99,9,71,2,2,1
7,92,4,63,2,0,3
26,72,7,65,1,2,2
19,94,7,71,2,2,3
39,90,8,78,3,2,2
34,72,9,73,1,1,3
19,77,5,65,1,1,1
19,67,7,66,3,0,2
26,64,8,66,1,3,2
30,89,6,74,2,3,3
10,71,10,62,1,4,3
9,93,6,66,1,1,2
16,100,7,71,2,4,1
23,63,5,67,2,2,3
23,79,7,69,1,0,2
26,92,4,72,2,2,3
13,92,7,72,2,2,3
6,90,9,65,2,2,2
25,74,5,71,3,1,2
15,78,5,64,2,0,3
8,84,9,61,1,1,1
21,99,9,69,1,1,3
25,73,5,65,2,1,1
19,97,10,69,3,3,1
17,71,8,64,1,2,3
19,100,9,69,3,1,3
18,87,6,68,1,1,1
12,79,9,63,1,1,3
16,85,7,66,3,1,2
23,71,7,65,1,1,2
22,71,8,66,2,2,2
21,65,6,67,2,3,2
14,65,5,62,1,3,1
19,74,7,66,2,2,1
7,91,7,68,3,3,3
21,84,6,68,2,2,3
29,64,9,63,2,0,1
11,94,10,66,2,1,2
16,84,6,65,1,3,2
22,98,7,72,2,1,3
28,87,6,70,2,4,1
17,67,10,63,2,1,2
16,79,8,65,2,0,1
8,86,8,65,1,1,1
21,61,9,66,2,1,2
32,61,7,68,3,0,3
22,65,7,64,1,2,2
20,70,9,66,1,3,2
22,77,8,68,2,3,3
20,79,6,64,2,0,1
15,66,6,62,1,2,2
25,87,6,67,2,0,1
21,84,9,67,2,1,1
20,72,9,65,1,1,2
14,61,10,59,2,2,1
28,63,6,66,1,0,1
24,76,7,68,2,4,2
17,66,6,63,2,2,3
26,75,7,68,2,2,2
17,85,8,68,1,2,2
15,82,7,66,2,3,1
15,69,9,63,1,1,2
9,74,6,61,1,3,1
23,85,8,68,1,0,3
9,94,6,66,1,0,1
13,90,4,69,3,1,3
8,82,5,64,2,0,1
19,74,7,68,3,1,3
19,75,10,66,1,0,1
18,95,6,68,2,0,1
14,62,7,62,1,2,2
13,100,8,68,1,1,1
23,87,6,69,2,1,1
17,87,6,70,2,2,1
22,62,7,65,1,4,1
15,84,6,68,2,3,2
21,79,4,67,1,0,1
28,64,6,64,2,0,1
24,71,8,63,2,2,2
18,96,8,67,2,1,2
22,82,9,66,2,1,1
19,77,9,67,2,2,1
20,63,6,63,2,2,2
18,89,6,69,2,3,3
19,88,6,70,2,3,2
21,85,7,70,2,0,3
14,80,6,65,2,0,3
14,77,7,64,1,2,2
12,84,6,67,3,1,2
10,69,8,61,2,1,2
13,98,6,70,2,1,1
21,84,6,68,3,2,3
15,72,8,64,3,0,2
23,78,8,68,2,1,3
20,92,7,68,1,1,2
8,66,8,63,2,0,1
24,72,8,65,1,1,1
25,87,10,69,2,4,1
14,73,8,63,2,2,1
23,92,10,69,2,1,1
15,65,7,61,2,3,3
21,91,9,69,2,2,1
12,63,9,62,1,1,3
9,61,7,58,2,0,2
18,96,6,71,2,2,2
19,83,6,69,2,5,2
18,74,8,68,3,1,3
13,69,5,61,2,0,2
18,85,6,67,2,3,1
22,80,9,68,2,2,2
20,100,8,72,2,3,1
21,99,4,71,2,1,2
16,85,5,67,1,3,2
27,78,10,68,2,3,2
13,80,9,64,2,0,3
23,87,6,73,3,3,3
27,64,5,65,2,0,1
23,73,5,67,3,1,2
19,63,8,63,1,0,2
17,63,10,63,2,0,1
26,68,10,69,3,4,2
11,79,5,68,2,1,3
14,91,7,68,2,2,1
18,79,6,69,2,3,1
27,73,7,73,3,5,3
22,63,5,66,3,3,1
14,82,6,68,2,3,2
18,71,6,65,2,2,2
16,85,8,67,3,4,1
16,99,6,70,1,2,2
26,64,6,66,2,1,1
12,68,8,64,3,3,1
30,79,9,69,2,1,1
25,99,10,71,2,1,2
27,91,8,68,2,0,1
17,96,7,68,1,2,2
19,73,9,66,3,0,2
11,100,9,70,2,2,2
17,64,8,65,2,0,3
23,62,5,63,2,1,2
28,94,9,70,2,0,2
13,97,8,67,2,0,3
18,64,6,63,2,1,2
19,65,6,64,2,1,1
12,61,8,60,2,2,3
24,64,4,62,1,0,1
16,68,7,65,3,2,1
19,99,6,69,2,0,3
17,87,6,68,1,1,1
15,91,6,66,2,1,2
20,91,5,72,1,4,1
19,81,9,68,2,2,3
18,92,4,69,2,3,3
16,84,7,65,1,1,3
22,73,6,65,1,0,1
30,82,10,70,1,2,1
21,81,7,67,3,1,2
26,93,4,73,2,4,1
12,99,8,70,2,2,2
21,76,5,66,2,1,3
13,91,8,68,2,1,1
11,64,8,61,2,2,1
16,91,9,70,1,0,3
27,75,7,66,1,2,2
26,62,8,67,2,4,1
21,75,7,69,3,1,2
11,84,6,64,1,2,2
19,65,9,65,1,0,3
22,97,5,75,1,7,2
21,63,7,63,2,2,2
9,97,6,69,1,5,2
15,88,8,68,1,2,2
20,73,6,66,2,2,3
23,76,6,66,1,2,3
7,90,7,66,1,4,2
19,84,9,68,2,2,2
21,87,6,65,2,1,1
25,76,6,70,3,3,1
24,80,5,68,2,3,3
23,100,6,70,1,1,2
15,69,8,61,2,2,2
9,77,7,61,2,3,2
18,72,7,64,1,6,1
26,91,10,71,1,4,3
28,91,4,72,1,1,2
24,72,10,66,3,1,1
23,63,9,63,3,0,1
22,60,7,62,2,3,2
17,77,8,65,1,3,3
19,76,6,66,2,2,2
30,100,7,72,2,2,1
14,79,10,68,2,2,2
30,70,6,70,3,2,2
18,96,7,70,2,1,2
28,80,6,73,3,2,1
12,84,6,67,3,2,3
24,64,6,65,2,3,2
16,75,5,65,2,1,2
12,98,7,65,2,0,3
21,84,7,70,2,0,2
26,74,6,66,2,3,2
15,85,4,65,2,0,2
11,96,7,68,2,2,1
19,71,7,66,2,3,3
19,80,10,65,3,1,2
23,98,7,71,1,2,1
26,67,8,65,2,2,3
20,89,6,70,3,0,2
31,85,9,69,1,0,2
21,87,6,71,3,3,3
18,74,8,67,2,0,2
10,73,8,64,3,3,1
18,87,8,82,3,1,1
18,69,10,66,2,2,3
26,77,6,66,1,1,1
23,68,9,65,2,1,2
13,60,9,61,1,2,2
21,99,7,72,3,2,2
24,77,10,70,2,3,2
29,99,7,71,1,0,2
25,66,7,84,2,4,2
25,83,7,72,1,2,1
20,68,5,67,2,1,1
22,92,8,72,2,2,2
27,91,8,70,1,1,2
12,65,7,62,2,1,1
18,96,10,71,1,3,2
15,68,6,62,1,3,3
22,85,4,68,1,1,1
27,99,10,74,3,2,1
16,95,9,68,2,0,2
6,98,8,64,2,1,3
18,74,6,65,2,0,1
25,64,8,66,2,1,1
23,68,5,68,1,5,1
23,80,7,67,1,2,1
18,92,6,67,1,1,2
12,66,7,63,1,2,2
23,86,8,71,2,2,1
15,73,5,63,1,1,1
33,74,8,66,2,0,2
23,86,7,67,1,2,2
17,79,8,66,2,0,2
16,92,7,70,3,2,2
19,66,8,64,1,3,2
19,92,6,71,1,1,3
27,63,4,68,2,0,1
21,68,5,64,1,2,3
16,86,6,66,1,1,1
31,94,5,72,1,1,3
20,70,9,66,3,2,2
25,73,7,70,2,0,2
16,81,8,66,3,1,2
22,68,8,68,2,1,2
22,92,7,70,3,2,2
9,91,10,64,3,0,1
32,66,10,71,3,3,2
28,79,9,72,1,2,1
18,91,6,71,2,5,1
13,73,9,63,2,0,2
22,85,4,68,2,1,3
21,62,9,63,2,1,2
22,84,4,66,2,0,3
21,66,7,63,3,1,2
23,93,9,72,3,1,1
29,74,8,70,3,3,1
23,71,5,65,2,1,1
14,94,7,67,2,0,2
28,62,8,66,2,2,1
30,76,7,69,2,1,2
39,75,6,73,3,1,3
13,71,8,66,3,2,2
21,96,9,70,2,0,2
